EmployeeID,Age,Department,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,JobLevel,JobSatisfaction,Salary,Attrition,WorkLifeBalance,OverTime,MaritalStatus,DistanceFromHome,Education
730,59,Engineering,29,6,1.0,2,4.0,144132.0,No,4,Yes,Married,40,College
2114,52,Finance,18,7,8.0,2,4.0,99360.0,No,4,Yes,Married,38,Doctor
1115,18,Marketing,21,13,7.0,1,4.0,42636.0,Yes,1,Yes,Single,42,Doctor
849,28,Sales,9,2,3.0,4,3.0,116903.0,No,3,Yes,Divorced,23,Master
779,43,HR,19,3,2.0,2,4.0,114658.0,No,4,No,Single,25,Doctor
1905,48,Sales,3,10,8.0,4,2.0,103086.0,No,2,No,Married,10,Master
1151,38,HR,28,3,1.0,2,4.0,109903.0,Yes,1,Yes,Single,29,Doctor
2370,57,Marketing,26,13,2.0,2,3.0,74469.0,Yes,1,Yes,Married,42,Doctor
93,52,Engineering,22,13,8.0,1,1.0,39096.0,No,2,Yes,Married,37,College
783,39,HR,18,7,1.0,3,1.0,50519.0,No,4,Yes,Married,27,Bachelor
2379,22,Marketing,38,7,3.0,3,2.0,136067.0,No,2,Yes,Single,43,Bachelor
2101,38,Marketing,29,8,3.0,1,1.0,110868.0,Yes,4,Yes,Single,41,Below College
2148,23,HR,33,5,7.0,3,3.0,117519.0,Yes,2,Yes,Married,30,College
2999,46,Marketing,37,4,5.0,2,2.0,111596.0,No,3,No,Divorced,8,Master
2439,35,HR,14,4,6.0,2,2.0,134720.0,No,4,No,Single,8,Master
1744,38,Sales,20,9,3.0,4,4.0,115201.0,No,4,No,Divorced,27,Bachelor
82,42,HR,27,9,7.0,3,4.0,65006.0,Yes,2,Yes,Divorced,18,Master
1158,50,Sales,24,10,3.0,3,1.0,31084.0,No,3,No,Single,35,Master
1756,51,HR,19,4,3.0,5,4.0,,No,2,No,Divorced,26,Bachelor
2483,22,HR,9,8,1.0,2,2.0,81362.0,No,4,No,Single,24,Doctor
2309,35,Marketing,20,13,1.0,3,4.0,70431.0,No,2,No,Divorced,42,College
541,52,Sales,9,1,4.0,2,1.0,79545.0,No,3,No,Single,26,Doctor
407,22,Finance,21,5,3.0,5,4.0,149645.0,No,4,No,Divorced,9,Bachelor
51,34,HR,23,3,8.0,5,2.0,80368.0,No,4,Yes,Divorced,30,Doctor
1104,33,Sales,8,1,3.0,4,1.0,142943.0,No,3,Yes,Married,5,Master
915,47,Finance,39,9,8.0,1,1.0,108681.0,No,3,No,Divorced,28,Bachelor
2351,41,Finance,20,1,7.0,5,2.0,56321.0,Yes,3,No,Married,20,College
33,54,Marketing,33,7,7.0,1,1.0,51500.0,No,3,No,Married,45,College
2275,57,Marketing,10,10,8.0,2,1.0,87937.0,No,1,Yes,Single,21,Master
173,32,Engineering,23,6,9.0,4,4.0,119288.0,Yes,1,No,Single,23,Below College
1899,50,Engineering,5,14,3.0,3,4.0,106644.0,Yes,2,No,Married,46,Master
583,37,Finance,12,11,7.0,3,2.0,127773.0,No,1,Yes,Married,32,Master
1544,39,Finance,1,10,7.0,4,2.0,99343.0,No,2,No,Divorced,49,Bachelor
848,47,Marketing,9,3,5.0,5,4.0,130539.0,No,2,Yes,Married,21,Master
2274,56,Engineering,18,12,2.0,2,1.0,35136.0,No,3,Yes,Divorced,40,Master
791,32,Engineering,5,12,7.0,5,4.0,147873.0,No,1,Yes,Married,4,College
2089,26,Marketing,27,3,5.0,3,3.0,55583.0,No,4,No,Married,49,College
2815,39,Marketing,30,10,4.0,1,3.0,37739.0,No,2,No,Single,18,Master
1886,50,Finance,7,13,1.0,1,3.0,57186.0,No,2,No,Married,6,Master
227,56,Engineering,25,5,2.0,4,2.0,134123.0,No,4,No,Married,21,Bachelor
487,53,HR,35,1,1.0,5,4.0,109072.0,No,1,No,Divorced,4,College
747,40,Marketing,21,10,9.0,3,2.0,77511.0,No,4,Yes,Divorced,2,College
502,29,Engineering,19,11,5.0,1,3.0,46263.0,No,1,No,Divorced,38,Below College
2553,39,Engineering,14,1,1.0,2,2.0,52507.0,No,1,No,Divorced,17,Master
1466,49,HR,22,7,1.0,3,4.0,144267.0,No,3,No,Married,37,Bachelor
2421,35,Marketing,34,8,9.0,1,1.0,117630.0,No,3,No,Single,12,Bachelor
1404,46,Marketing,25,7,9.0,1,2.0,149764.0,No,3,No,Married,23,Doctor
1539,29,HR,18,2,1.0,5,1.0,143316.0,No,1,Yes,Single,8,Below College
1708,39,HR,2,12,8.0,4,3.0,52885.0,No,2,No,Married,4,Below College
2118,25,Marketing,35,5,2.0,5,1.0,45565.0,No,2,Yes,Married,29,College
1840,18,Marketing,6,8,3.0,3,4.0,126279.0,No,2,No,Married,4,Bachelor
957,50,Engineering,12,9,8.0,3,1.0,42697.0,No,3,No,Single,40,Bachelor
1293,34,Finance,37,13,1.0,1,2.0,52409.0,Yes,1,No,Single,7,Doctor
1559,49,HR,5,1,1.0,5,4.0,146839.0,Yes,3,No,Single,31,Bachelor
10,28,Finance,39,8,5.0,1,4.0,91788.0,No,2,No,Divorced,23,Master
1580,39,Finance,2,9,4.0,3,1.0,38302.0,No,4,Yes,Single,34,College
2991,29,HR,10,8,7.0,1,3.0,117467.0,No,4,Yes,Married,46,Doctor
749,48,Marketing,6,10,2.0,1,3.0,59046.0,No,4,No,Single,29,Below College
2572,44,Sales,39,5,1.0,1,1.0,142259.0,No,4,No,Married,30,Master
2381,49,HR,12,5,5.0,1,2.0,128987.0,Yes,1,No,Single,39,Below College
1723,25,Sales,14,10,3.0,1,4.0,78437.0,No,4,Yes,Divorced,47,Master
2295,44,Marketing,22,14,6.0,5,2.0,94368.0,No,2,Yes,Divorced,7,Doctor
456,50,Marketing,8,4,3.0,2,3.0,45426.0,No,2,Yes,Single,13,Below College
2681,58,Marketing,22,10,7.0,2,3.0,59063.0,No,4,Yes,Single,43,Doctor
2235,49,Engineering,11,5,9.0,5,2.0,88639.0,No,4,Yes,Divorced,23,Bachelor
2943,26,Finance,35,8,1.0,2,2.0,103390.0,No,1,Yes,Single,30,Below College
906,54,HR,3,7,1.0,1,3.0,77670.0,No,4,Yes,Married,19,Bachelor
2136,33,Finance,23,13,8.0,4,1.0,149991.0,Yes,3,No,Single,34,Bachelor
1944,31,Sales,2,13,9.0,3,2.0,112526.0,No,4,No,Single,12,Bachelor
887,31,Finance,17,12,5.0,5,3.0,67948.0,No,2,Yes,Single,8,Bachelor
1112,47,HR,31,6,3.0,2,4.0,115222.0,No,2,Yes,Married,27,College
2540,20,Marketing,7,2,5.0,4,3.0,126939.0,No,2,No,Divorced,19,Doctor
403,57,Sales,39,5,6.0,3,1.0,100390.0,No,2,No,Divorced,42,College
1468,20,Finance,26,13,9.0,4,2.0,60869.0,No,2,No,Married,42,Bachelor
1099,49,Engineering,26,4,4.0,4,2.0,130079.0,No,1,No,Single,26,College
1623,31,Finance,39,12,6.0,5,3.0,119661.0,No,4,Yes,Married,3,Doctor
191,18,Marketing,18,6,3.0,1,2.0,122781.0,No,3,No,Married,42,Doctor
133,49,Finance,15,9,6.0,4,4.0,145864.0,No,1,No,Single,40,Bachelor
1714,28,Sales,6,10,6.0,2,3.0,42976.0,Yes,4,Yes,Single,19,Doctor
777,51,Finance,2,8,4.0,4,2.0,135256.0,No,1,No,Single,14,Master
1172,19,Finance,25,6,9.0,4,2.0,136993.0,No,2,No,Divorced,49,Doctor
401,49,Engineering,1,6,3.0,1,1.0,99498.0,No,2,Yes,Divorced,11,Bachelor
481,21,Marketing,2,14,4.0,3,1.0,30744.0,No,3,Yes,Married,20,Doctor
2513,33,HR,18,5,4.0,1,3.0,93021.0,No,4,Yes,Divorced,31,Bachelor
1261,51,HR,37,1,7.0,5,1.0,32512.0,Yes,1,Yes,Divorced,38,College
1898,26,Marketing,28,10,3.0,4,1.0,58615.0,Yes,1,No,Divorced,46,Master
2003,56,Finance,10,9,9.0,2,4.0,80955.0,Yes,1,Yes,Single,26,Master
2557,55,Sales,8,9,5.0,2,4.0,57675.0,Yes,4,No,Married,24,College
624,45,Marketing,34,6,1.0,5,3.0,96760.0,No,2,Yes,Divorced,10,Doctor
803,20,Finance,19,11,5.0,5,4.0,129610.0,Yes,1,Yes,Single,34,College
2879,31,Engineering,27,1,4.0,5,4.0,135471.0,No,1,No,Married,40,Bachelor
1438,26,HR,13,1,4.0,3,1.0,65785.0,No,3,No,Single,15,Master
1765,29,Sales,2,3,7.0,4,2.0,103396.0,No,1,No,Married,32,Doctor
847,21,Marketing,38,8,7.0,5,3.0,46285.0,Yes,4,No,Single,15,Doctor
1929,29,Finance,10,1,7.0,3,1.0,47171.0,No,1,No,Divorced,21,Doctor
1507,19,Marketing,18,11,9.0,3,2.0,121861.0,Yes,3,Yes,Divorced,18,Below College
137,40,Sales,14,13,1.0,1,1.0,136378.0,Yes,4,No,Married,11,College
238,52,HR,9,1,,3,2.0,71430.0,Yes,2,Yes,Married,5,Master
579,56,Sales,37,7,1.0,3,3.0,127098.0,Yes,3,No,Single,43,Doctor
2154,50,Finance,25,1,1.0,2,1.0,87146.0,No,2,Yes,Married,47,Doctor
1772,52,Finance,26,14,4.0,5,4.0,74893.0,No,3,Yes,Divorced,34,Bachelor
1372,56,Sales,13,12,9.0,4,4.0,136507.0,No,1,Yes,Married,15,Doctor
2395,20,HR,38,11,1.0,4,,106593.0,No,3,No,Single,44,Below College
2225,30,Finance,29,4,4.0,3,4.0,128200.0,No,1,No,Single,6,Bachelor
1030,53,Finance,5,3,8.0,2,1.0,130777.0,No,1,Yes,Divorced,24,Bachelor
1108,18,Sales,1,9,5.0,3,2.0,33974.0,No,2,No,Single,30,Master
1231,29,Marketing,23,11,2.0,1,3.0,75174.0,Yes,2,Yes,Divorced,46,Master
2833,34,Marketing,9,14,2.0,3,1.0,113162.0,No,3,Yes,Divorced,1,Below College
289,39,Finance,8,13,2.0,1,1.0,131544.0,No,3,No,Married,11,Bachelor
27,44,HR,22,2,3.0,2,2.0,38977.0,No,1,No,Married,10,Bachelor
2259,32,Sales,29,12,7.0,3,1.0,89117.0,Yes,4,No,Divorced,41,Master
89,28,Marketing,22,12,6.0,4,3.0,112674.0,No,3,No,Married,26,Doctor
689,30,Finance,30,1,7.0,2,3.0,76865.0,No,1,Yes,Married,39,Doctor
862,19,Sales,12,5,2.0,1,3.0,67535.0,No,2,Yes,Single,2,Doctor
71,57,Sales,1,9,8.0,4,1.0,96097.0,No,2,Yes,Single,30,Bachelor
290,47,Marketing,36,11,8.0,1,4.0,57265.0,No,3,Yes,Divorced,42,Below College
26,42,HR,36,7,8.0,4,1.0,98590.0,No,2,Yes,Single,10,Below College
2082,56,Engineering,22,13,2.0,4,3.0,103191.0,No,2,No,Married,48,Bachelor
355,25,Engineering,36,8,1.0,2,1.0,53867.0,No,1,No,Divorced,24,College
2002,27,Marketing,8,5,2.0,4,3.0,92395.0,Yes,3,No,Divorced,43,Below College
2645,32,Engineering,8,11,2.0,1,1.0,46306.0,No,2,No,Single,9,Master
854,20,Sales,14,13,3.0,2,3.0,125001.0,No,1,No,Divorced,42,College
1355,52,Marketing,30,3,3.0,4,1.0,113732.0,No,3,No,Single,48,Doctor
2968,21,Engineering,15,7,2.0,5,4.0,65435.0,No,4,No,Married,11,Bachelor
1152,31,Marketing,38,5,8.0,4,1.0,55120.0,No,4,Yes,Divorced,35,Doctor
2134,37,Engineering,20,11,9.0,3,1.0,72530.0,No,3,Yes,Married,4,Master
1386,26,Marketing,6,1,1.0,4,4.0,103185.0,Yes,4,No,Single,34,Bachelor
2790,48,Sales,32,5,7.0,2,1.0,91745.0,No,2,Yes,Divorced,14,Bachelor
821,37,Engineering,22,8,9.0,5,4.0,43760.0,No,2,Yes,Divorced,44,College
1337,51,Sales,14,8,8.0,1,2.0,61734.0,Yes,1,No,Single,41,Bachelor
1183,52,Marketing,18,10,8.0,1,4.0,63688.0,Yes,3,Yes,Married,10,Bachelor
146,45,HR,12,6,9.0,1,1.0,80044.0,Yes,4,No,Divorced,42,Below College
2034,41,Finance,39,13,9.0,5,2.0,105516.0,Yes,3,Yes,Married,47,Bachelor
2408,19,HR,18,3,8.0,1,1.0,79641.0,Yes,4,No,Single,26,Below College
66,48,Sales,7,3,2.0,3,2.0,97891.0,No,2,Yes,Divorced,35,College
2853,25,Engineering,27,11,2.0,2,3.0,96833.0,No,1,No,Single,41,Master
6,56,Marketing,16,12,3.0,1,2.0,48088.0,No,3,No,Married,2,Below College
1773,43,Engineering,11,5,2.0,5,1.0,41924.0,No,4,No,Single,10,College
756,42,Finance,35,4,9.0,3,1.0,53600.0,No,1,Yes,Divorced,48,Below College
2582,27,Marketing,23,7,5.0,5,3.0,104745.0,Yes,3,Yes,Married,37,Bachelor
2053,32,Engineering,31,10,6.0,3,2.0,79830.0,Yes,3,Yes,Married,26,College
1004,19,HR,29,9,9.0,1,1.0,105664.0,No,4,Yes,Divorced,4,Doctor
924,52,Engineering,27,7,4.0,1,2.0,41603.0,No,2,No,Single,40,Below College
653,50,Engineering,24,13,6.0,2,1.0,30184.0,No,2,No,Married,30,Bachelor
1668,19,Sales,39,7,4.0,5,4.0,86884.0,No,1,Yes,Married,15,Doctor
1600,42,Engineering,19,5,1.0,2,1.0,122947.0,No,3,Yes,Divorced,23,Master
235,48,Engineering,2,4,7.0,1,3.0,107193.0,Yes,2,No,Married,4,Below College
1002,21,Engineering,25,10,1.0,3,2.0,108879.0,No,4,No,Married,39,Doctor
473,25,Finance,23,1,1.0,3,3.0,102986.0,No,2,No,Married,28,Below College
930,28,Marketing,4,2,1.0,2,1.0,90399.0,No,4,Yes,Married,41,Doctor
2709,38,HR,10,3,8.0,3,4.0,41683.0,No,1,No,Single,37,Below College
1545,43,Marketing,21,8,6.0,1,4.0,56648.0,No,2,No,Married,38,Master
2293,22,HR,26,8,3.0,5,3.0,91713.0,Yes,2,Yes,Married,14,Bachelor
2679,51,Marketing,7,7,1.0,3,1.0,68547.0,No,4,No,Married,6,Below College
1025,35,HR,28,14,5.0,4,4.0,72481.0,Yes,1,No,Single,33,Doctor
2132,29,Finance,28,9,2.0,3,1.0,98776.0,Yes,2,No,Married,37,Bachelor
1557,23,Marketing,23,14,2.0,2,1.0,97948.0,No,4,Yes,Married,33,Master
1011,22,HR,18,11,9.0,1,4.0,60284.0,Yes,4,Yes,Single,1,Bachelor
1628,26,HR,23,9,6.0,3,2.0,127305.0,No,2,Yes,Married,39,Master
2017,38,HR,1,3,5.0,4,2.0,116184.0,No,4,No,Divorced,19,Below College
1681,56,Sales,25,12,9.0,1,1.0,101494.0,Yes,3,No,Single,23,Bachelor
964,57,Sales,12,5,7.0,4,1.0,48651.0,No,2,No,Divorced,35,College
1551,52,Finance,3,13,3.0,3,3.0,92327.0,No,2,Yes,Single,11,Doctor
2769,25,Sales,13,11,8.0,1,2.0,118161.0,No,3,Yes,Married,11,Bachelor
2400,58,Engineering,3,8,4.0,3,1.0,97562.0,No,3,Yes,Single,14,Below College
1431,54,HR,5,8,2.0,2,3.0,40296.0,Yes,2,No,Married,36,Doctor
2033,21,Sales,29,11,6.0,3,4.0,69253.0,No,2,Yes,Married,1,Below College
180,19,Marketing,15,1,9.0,1,2.0,75039.0,No,3,Yes,Divorced,27,Master
1050,53,HR,9,13,2.0,1,3.0,40270.0,No,2,No,Divorced,30,Master
782,43,HR,39,1,8.0,1,1.0,61437.0,No,2,Yes,Married,18,College
453,29,HR,38,8,6.0,4,4.0,56799.0,No,3,Yes,Single,14,Master
2429,37,Finance,24,7,3.0,3,1.0,59292.0,No,1,No,Married,43,Doctor
1771,50,Finance,23,5,4.0,4,2.0,68131.0,No,1,Yes,Married,22,College
2458,46,Marketing,37,8,9.0,3,4.0,140625.0,No,3,Yes,Married,22,Bachelor
2324,46,Marketing,19,13,9.0,4,1.0,59564.0,No,2,No,Married,23,Below College
2765,55,Engineering,9,6,1.0,1,1.0,46838.0,No,1,Yes,Divorced,25,Master
152,37,Marketing,6,10,1.0,4,4.0,43767.0,No,3,No,Single,28,Below College
2172,40,Engineering,6,4,9.0,4,4.0,83625.0,No,4,No,Single,40,Bachelor
1619,37,Marketing,20,5,1.0,4,4.0,122221.0,No,1,No,Divorced,11,Bachelor
969,24,Sales,35,8,8.0,2,1.0,67249.0,No,2,No,Single,43,Master
929,25,Finance,38,4,8.0,2,4.0,46411.0,No,2,Yes,Married,1,Below College
1996,43,Finance,5,12,5.0,3,3.0,64647.0,No,2,Yes,Married,38,Bachelor
2333,26,Sales,13,8,7.0,1,1.0,110096.0,No,2,Yes,Single,44,Doctor
1154,35,HR,14,14,6.0,4,4.0,86553.0,No,3,Yes,Divorced,10,College
1207,28,Engineering,35,12,7.0,1,3.0,149675.0,No,3,Yes,Married,44,Bachelor
1877,34,Marketing,5,5,9.0,2,1.0,57946.0,No,1,Yes,Married,41,College
2050,34,Marketing,28,13,9.0,1,1.0,100440.0,Yes,2,Yes,Married,16,College
2308,38,Marketing,39,10,4.0,2,4.0,58401.0,No,4,Yes,Single,40,Below College
1795,45,Finance,21,10,8.0,1,3.0,66389.0,Yes,2,No,Divorced,46,Master
2812,38,Engineering,28,13,5.0,4,3.0,57702.0,Yes,1,No,Divorced,40,Master
1920,36,Marketing,16,10,4.0,4,4.0,112293.0,Yes,3,Yes,Single,48,Bachelor
320,49,Finance,11,9,7.0,3,4.0,73924.0,No,2,No,Divorced,9,Below College
1090,45,HR,31,5,9.0,4,1.0,35493.0,Yes,3,No,Married,25,College
113,52,Marketing,1,1,2.0,3,4.0,88293.0,No,3,Yes,Married,44,College
2110,40,Finance,12,12,6.0,2,4.0,32598.0,Yes,2,No,Divorced,18,College
832,57,HR,22,11,3.0,5,1.0,104989.0,No,4,Yes,Divorced,15,College
1069,44,Engineering,11,11,7.0,1,2.0,137776.0,No,4,Yes,Divorced,15,Master
2836,47,Marketing,5,3,4.0,3,4.0,43054.0,Yes,4,No,Single,16,Below College
365,40,Sales,27,3,5.0,5,4.0,143371.0,No,1,No,Married,12,Bachelor
488,27,Finance,18,11,5.0,5,3.0,118633.0,No,3,Yes,Divorced,35,Doctor
2532,55,Sales,1,2,1.0,1,3.0,116923.0,No,1,No,Divorced,31,College
1432,51,Marketing,28,7,8.0,5,4.0,90197.0,Yes,1,No,Married,34,College
1271,57,Marketing,21,2,1.0,3,1.0,73775.0,No,4,No,Single,40,College
987,19,Engineering,16,3,4.0,2,3.0,96201.0,Yes,2,Yes,Divorced,43,College
1683,32,Sales,10,2,1.0,4,4.0,126172.0,Yes,3,Yes,Single,15,College
111,39,Finance,34,10,7.0,5,1.0,62238.0,No,2,No,Single,28,Master
902,57,Sales,3,5,9.0,1,3.0,32655.0,Yes,3,Yes,Divorced,3,College
197,49,Finance,39,4,2.0,4,2.0,74700.0,No,2,No,Divorced,20,Below College
2411,48,HR,2,6,9.0,4,3.0,94136.0,No,1,No,Divorced,45,Below College
1106,36,Finance,15,9,5.0,1,1.0,52735.0,Yes,4,No,Divorced,39,Below College
67,32,Sales,18,11,7.0,2,2.0,104693.0,No,3,No,Single,13,Bachelor
136,54,Marketing,14,1,4.0,1,1.0,134715.0,No,2,Yes,Single,23,Below College
1382,54,HR,13,8,7.0,1,1.0,49507.0,No,4,Yes,Married,7,Master
982,54,Engineering,2,8,5.0,2,3.0,74890.0,No,2,Yes,Married,31,Bachelor
1894,43,Finance,18,5,6.0,2,3.0,94875.0,Yes,4,Yes,Single,24,Master
586,58,Engineering,35,9,7.0,4,3.0,138963.0,No,4,No,Married,42,Bachelor
752,25,HR,33,1,3.0,3,2.0,30637.0,No,2,No,Single,7,Bachelor
1694,48,Marketing,16,6,9.0,2,1.0,95436.0,No,1,Yes,Divorced,42,Doctor
2617,47,Sales,17,12,7.0,4,3.0,128697.0,Yes,1,Yes,Married,11,Doctor
1412,22,HR,27,5,9.0,3,4.0,145455.0,No,2,No,Married,17,Bachelor
613,33,HR,36,6,1.0,2,2.0,103269.0,No,2,Yes,Divorced,43,Below College
1670,50,Engineering,9,6,2.0,3,3.0,107303.0,No,3,Yes,Single,37,Below College
1360,30,Marketing,4,9,6.0,4,3.0,90089.0,No,3,No,Married,35,College
1132,18,Marketing,8,1,4.0,5,3.0,148821.0,No,2,No,Single,22,Master
2262,36,Finance,19,11,2.0,1,4.0,33991.0,No,4,Yes,Single,15,Bachelor
2586,23,Marketing,39,12,6.0,3,2.0,98676.0,No,4,No,Divorced,49,Below College
736,34,Finance,7,8,1.0,1,4.0,135168.0,No,4,Yes,Divorced,46,Master
1863,38,Engineering,22,12,2.0,4,3.0,128053.0,No,4,No,Single,30,Doctor
2950,49,Engineering,29,14,9.0,5,4.0,146101.0,No,1,Yes,Single,26,Doctor
1514,48,Finance,35,3,8.0,1,4.0,97462.0,No,2,No,Divorced,8,College
691,18,HR,14,8,5.0,5,1.0,121246.0,Yes,4,Yes,Single,48,Below College
2712,21,Finance,10,10,8.0,3,1.0,82703.0,No,2,Yes,Divorced,17,Below College
508,47,Marketing,16,8,5.0,3,1.0,115275.0,No,4,No,Married,35,Doctor
1630,39,Finance,32,12,2.0,3,4.0,93537.0,No,3,Yes,Single,45,College
830,51,Marketing,32,7,2.0,4,4.0,123402.0,No,3,No,Married,25,Doctor
2269,33,Marketing,9,9,1.0,3,2.0,59846.0,No,2,Yes,Married,28,Below College
1526,45,Engineering,24,2,3.0,1,1.0,104399.0,No,2,Yes,Married,5,Bachelor
1353,59,Finance,3,13,4.0,1,4.0,46767.0,No,1,No,Single,22,Below College
2465,41,Sales,14,9,3.0,5,2.0,132579.0,No,2,Yes,Single,16,Master
739,37,HR,28,9,1.0,1,1.0,113404.0,No,4,Yes,Divorced,29,Master
958,42,Engineering,24,6,2.0,2,2.0,122469.0,No,3,No,Single,3,Doctor
920,26,HR,5,5,7.0,4,1.0,148336.0,No,4,No,Single,29,College
699,43,Marketing,2,2,9.0,4,3.0,60737.0,Yes,2,Yes,Divorced,22,Master
507,58,Marketing,23,10,4.0,2,4.0,105348.0,No,4,No,Divorced,35,Doctor
869,47,Finance,38,12,8.0,1,3.0,,No,4,Yes,Married,14,Master
577,43,HR,12,5,2.0,5,1.0,36799.0,No,1,Yes,Divorced,17,Doctor
1161,36,Finance,29,8,7.0,1,4.0,63921.0,No,2,No,Divorced,6,Bachelor
412,43,Sales,19,5,3.0,4,2.0,94277.0,Yes,2,No,Married,36,Master
1521,24,Engineering,31,6,3.0,4,1.0,111618.0,No,1,Yes,Divorced,16,College
391,45,Engineering,14,4,1.0,2,2.0,98555.0,Yes,3,Yes,Single,41,Doctor
479,58,Finance,33,13,9.0,2,4.0,143718.0,No,2,No,Divorced,31,Master
1483,30,Finance,25,10,2.0,5,2.0,86473.0,No,2,Yes,Single,11,College
2946,52,HR,28,13,7.0,4,3.0,89701.0,No,2,Yes,Married,41,Doctor
2872,50,Marketing,23,5,5.0,4,3.0,94823.0,Yes,2,Yes,Single,48,Bachelor
64,53,Finance,4,2,6.0,4,1.0,59552.0,No,4,Yes,Divorced,46,College
1481,50,Sales,15,10,6.0,5,3.0,35017.0,No,4,No,Married,10,Doctor
2363,41,Marketing,6,1,2.0,3,2.0,113606.0,No,2,Yes,Single,9,Master
1729,36,Sales,32,10,5.0,2,3.0,144098.0,No,2,Yes,Married,29,Bachelor
1901,42,Sales,31,1,5.0,5,4.0,52347.0,No,4,Yes,Married,4,College
981,50,Engineering,7,7,7.0,5,3.0,33841.0,Yes,2,Yes,Single,38,College
2071,56,Sales,13,6,9.0,2,1.0,86268.0,No,2,Yes,Married,2,Master
1968,40,Engineering,20,5,5.0,5,2.0,99086.0,No,2,No,Married,10,Doctor
1322,40,Sales,29,2,1.0,2,3.0,131201.0,No,2,No,Married,8,Bachelor
124,44,Sales,16,2,9.0,4,2.0,31046.0,No,1,No,Single,41,Below College
2565,45,Finance,12,4,3.0,1,4.0,44542.0,No,2,Yes,Single,10,Below College
1510,44,Engineering,2,4,5.0,3,3.0,137089.0,No,2,Yes,Married,28,Master
895,23,Marketing,34,4,3.0,2,4.0,132755.0,No,4,No,Single,27,Below College
1416,37,Engineering,19,14,2.0,3,4.0,142373.0,No,1,Yes,Married,9,Master
2947,34,Engineering,23,7,6.0,5,3.0,134721.0,No,3,Yes,Single,14,Doctor
1818,22,Sales,34,11,6.0,3,3.0,121992.0,No,4,No,Single,15,Below College
2491,51,Marketing,12,7,2.0,4,2.0,31943.0,No,2,No,Single,4,Master
2334,58,Sales,33,13,8.0,4,2.0,64409.0,No,2,Yes,Divorced,48,Below College
188,54,Finance,3,12,7.0,1,4.0,104797.0,No,3,No,Single,35,Master
2825,38,Sales,24,11,3.0,3,2.0,121650.0,No,4,No,Single,36,Below College
938,22,Sales,25,8,4.0,3,4.0,127567.0,No,3,Yes,Divorced,30,Below College
1808,20,Sales,8,8,9.0,3,1.0,44118.0,No,3,Yes,Divorced,20,Doctor
2041,36,Sales,13,5,9.0,5,3.0,46915.0,No,4,No,Divorced,27,Bachelor
941,43,HR,14,1,1.0,4,1.0,50337.0,No,2,Yes,Married,40,Below College
732,22,Engineering,10,1,3.0,1,2.0,71446.0,No,3,Yes,Married,18,Master
474,46,Engineering,34,14,4.0,2,1.0,115807.0,No,3,Yes,Married,2,College
1066,19,Sales,2,1,9.0,4,2.0,127980.0,No,1,No,Single,3,Bachelor
441,18,HR,24,11,2.0,4,3.0,101028.0,Yes,2,Yes,Divorced,3,Doctor
1283,54,Marketing,14,9,5.0,2,1.0,105186.0,No,1,No,Divorced,5,College
1713,31,Finance,20,10,4.0,4,2.0,69435.0,No,3,No,Divorced,46,College
169,54,HR,5,7,1.0,4,2.0,99678.0,No,1,No,Single,11,Below College
2660,22,Engineering,26,7,7.0,2,3.0,106848.0,Yes,1,Yes,Divorced,21,Bachelor
283,24,Finance,17,1,8.0,4,2.0,47793.0,No,3,Yes,Married,44,Below College
1368,33,Finance,31,3,,3,2.0,93483.0,Yes,1,Yes,Single,13,Bachelor
1537,44,Marketing,3,9,4.0,5,3.0,85474.0,No,3,No,Single,23,Bachelor
1731,54,Sales,14,2,5.0,1,4.0,110096.0,No,2,Yes,Divorced,13,Below College
1,56,HR,22,4,9.0,2,1.0,75733.0,No,1,Yes,Divorced,39,Master
704,22,Engineering,39,1,7.0,2,2.0,71705.0,No,2,No,Married,21,Master
594,55,Marketing,38,7,5.0,1,1.0,123366.0,No,3,No,Divorced,20,Bachelor
639,37,Sales,27,2,4.0,4,4.0,45642.0,No,4,Yes,Divorced,20,Below College
1205,40,Sales,24,5,7.0,1,2.0,58625.0,No,4,No,Single,39,Master
184,19,Marketing,34,9,6.0,1,4.0,90678.0,No,4,Yes,Single,14,Master
1857,55,HR,28,11,3.0,2,1.0,109991.0,No,1,No,Single,5,Below College
1727,23,HR,31,4,6.0,4,1.0,78723.0,Yes,1,No,Married,49,Bachelor
1264,19,HR,4,9,6.0,5,4.0,129567.0,No,3,Yes,Divorced,36,Doctor
310,23,Sales,26,10,8.0,3,4.0,45615.0,No,2,No,Divorced,12,Doctor
381,47,Engineering,26,5,1.0,5,1.0,64750.0,No,1,Yes,Divorced,33,Below College
2175,35,Marketing,37,6,9.0,3,1.0,39179.0,No,4,No,Divorced,30,Below College
686,31,HR,37,7,5.0,3,4.0,100231.0,No,1,Yes,Single,7,Doctor
1114,21,Engineering,16,10,2.0,5,4.0,139362.0,Yes,1,No,Single,5,College
48,25,Engineering,6,4,4.0,1,4.0,50150.0,No,2,No,Divorced,25,Doctor
2587,34,HR,10,9,7.0,1,3.0,41721.0,No,1,No,Divorced,41,Bachelor
2771,49,Engineering,38,14,8.0,1,4.0,85211.0,Yes,1,Yes,Single,41,Master
1384,18,Marketing,26,11,9.0,2,2.0,116644.0,No,1,Yes,Divorced,13,Master
